5.000000	6.000000
30
0.500000	0.500000
0.500000	1.500000
0.500000	2.500000
0.500000	3.500000
0.500000	4.500000
0.500000	5.500000
1.500000	0.500000
1.500000	1.500000
1.500000	2.500000
1.500000	3.500000
1.500000	4.500000
1.500000	5.500000
2.500000	0.500000
2.500000	1.500000
2.500000	2.500000
2.500000	3.500000
2.500000	4.500000
2.500000	5.500000
3.500000	0.500000
3.500000	1.500000
3.500000	2.500000
3.500000	3.500000
3.500000	4.500000
3.500000	5.500000
4.500000	0.500000
4.500000	1.500000
4.500000	2.500000
4.500000	3.500000
4.500000	4.500000
4.500000	5.500000
